'social_network_id', '', '', '', '', '', '', '', '', '', '', 'impressions', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'comments', 'likes', 'shares', '', 'clicks'
1462412660449136_1603035389720195,https://www.facebook.com/BeFreeOfTobacco/posts/1603035389720195:0,"100 million+ US non-smokers are exposed to toxic secondhand smoke. Protect your loved ones by living #tobaccofree. http://bit.ly/2t2zZnf",Photo,,,"07/17/2017 03:00:13 PM"," ",0,0,0,0,0,0,0,,,
1462412660449136_1602961003060967,https://www.facebook.com/BeFreeOfTobacco/posts/1602961003060967:0,"Hydrogen cyanide is found in rat poison. It’s also in #cigarette smoke.
 http://bit.ly/2umIH3k",Photo,,,"07/17/2017 01:00:28 PM"," ",0,0,0,0,0,0,0,,,
1462412660449136_1602792029744531,https://www.facebook.com/BeFreeOfTobacco/posts/1602792029744531:0,"Nicotine is highly addictive. Every day in the US 700+ youth become daily smokers. http://bit.ly/2teLRqi #cigs",Photo,,,"07/17/2017 09:00:15 AM"," ",0,0,0,0,0,0,0,,,
